# water properties created by TabulatedFluidProperties on Fri Oct 22 09:55:25 2021-extended by RKP 2021.10.22,,,,,

pressure, temperature, density, viscosity, enthalpy, internal_energy
9.18E+06,396.644,944.739,0.00022735,524891,515172
9.18E+06,401.51,940.759,0.000218184,545493,535733
9.18E+06,406.376,936.682,0.000209701,566137,556334
9.18E+06,411.242,932.506,0.000201833,586826,576979
9.18E+06,416.107,928.232,0.000194521,607563,597671
9.18E+06,420.973,923.859,0.000187712,628352,618413
9.18E+06,425.839,919.386,0.00018136,649195,639208
9.18E+06,430.705,914.813,0.000175422,670097,660060
9.18E+06,435.57,910.138,0.000169861,691060,680972
9.18E+06,440.436,905.359,0.000164643,712090,701949
9.18E+06,445.302,900.474,0.00015974,733191,722994
9.18E+06,450.168,895.482,0.000155122,754366,744113
9.18E+06,455.034,890.379,0.000150767,775622,765310
9.18E+06,459.899,885.162,0.000146652,796964,786591
9.18E+06,464.765,879.829,0.000142756,818397,807961
9.18E+06,469.631,874.375,0.000139062,839928,829427
9.18E+06,474.497,868.796,0.000135552,861564,850996
9.18E+06,479.362,863.088,0.000132212,883313,872674
9.18E+06,484.228,857.246,0.000129027,905181,894470
9.18E+06,489.094,851.263,0.000125984,927179,916392
9.18E+06,493.96,845.133,0.000123071,949315,938450
9.18E+06,498.826,838.848,0.000120278,971600,960654
9.18E+06,503.691,832.402,0.000117593,994046,983015
9.18E+06,508.557,825.785,0.000115008,1.02E+06,1.01E+06
9.18E+06,513.423,818.986,0.000112512,1.04E+06,1.03E+06
9.18E+06,518.289,811.994,0.000110098,1.06E+06,1.05E+06
9.18E+06,523.154,804.796,0.000107758,1.09E+06,1.07E+06
9.18E+06,528.02,797.378,0.000105482,1.11E+06,1.10E+06
9.18E+06,532.886,789.722,0.000103265,1.13E+06,1.12E+06
9.18E+06,537.752,781.808,0.000101098,1.16E+06,1.15E+06
9.18E+06,542.617,773.613,9.90E-05,1.18E+06,1.17E+06
9.18E+06,547.483,765.11,9.69E-05,1.21E+06,1.19E+06
9.18E+06,552.349,756.266,9.48E-05,1.23E+06,1.22E+06
9.18E+06,557.215,747.042,9.28E-05,1.26E+06,1.24E+06
9.18E+06,562.081,737.389,9.07E-05,1.28E+06,1.27E+06
9.18E+06,566.946,727.246,8.87E-05,1.31E+06,1.30E+06
9.18E+06,571.812,716.536,8.67E-05,1.34E+06,1.32E+06
9.18E+06,576.678,705.16,8.46E-05,1.36E+06,1.35E+06
9.18E+06,581.544,48.6856,2.00E-05,2.76E+06,2.57E+06
9.18E+06,586.409,47.1668,2.03E-05,2.79E+06,2.60E+06
9.18E+06,591.275,45.8394,2.05E-05,2.82E+06,2.62E+06
9.18E+06,596.141,44.6587,2.08E-05,2.84E+06,2.63E+06
9.18E+06,601.007,43.595,2.10E-05,2.86E+06,2.65E+06
9.18E+06,605.872,42.6268,2.13E-05,2.88E+06,2.67E+06
9.18E+06,610.738,41.7382,2.15E-05,2.90E+06,2.68E+06
9.18E+06,615.604,40.917,2.18E-05,2.92E+06,2.70E+06
9.18E+06,620.47,40.1537,2.20E-05,2.94E+06,2.71E+06
9.18E+06,625.336,39.4405,2.23E-05,2.96E+06,2.73E+06
9.18E+06,630.201,38.7712,2.25E-05,2.98E+06,2.74E+06
9.18E+06,635.067,38.1406,2.27E-05,2.99E+06,2.75E+06
9.18E+06,639.933,37.5447,2.30E-05,3.01E+06,2.77E+06
9.18E+06,644.799,36.9796,2.32E-05,3.03E+06,2.78E+06
9.18E+06,649.664,36.4425,2.34E-05,3.04E+06,2.79E+06
9.18E+06,654.53,35.9306,2.36E-05,3.06E+06,2.80E+06
9.18E+06,659.396,35.4417,2.39E-05,3.07E+06,2.81E+06
9.18E+06,664.262,34.9739,2.41E-05,3.09E+06,2.83E+06
9.18E+06,669.128,34.5254,2.43E-05,3.10E+06,2.84E+06
9.18E+06,673.993,34.0948,2.46E-05,3.12E+06,2.85E+06
9.18E+06,678.859,33.6805,2.48E-05,3.13E+06,2.86E+06
9.18E+06,683.725,33.2816,2.50E-05,3.15E+06,2.87E+06
9.18E+06,688.591,32.8968,2.52E-05,3.16E+06,2.88E+06
9.18E+06,693.456,32.5253,2.54E-05,3.17E+06,2.89E+06
9.18E+06,698.322,32.1661,2.57E-05,3.19E+06,2.90E+06
9.18E+06,703.188,31.8186,2.59E-05,3.20E+06,2.91E+06
9.18E+06,708.054,31.4818,2.61E-05,3.21E+06,2.92E+06
9.18E+06,712.919,31.1553,2.63E-05,3.23E+06,2.93E+06
9.18E+06,717.785,30.8385,2.65E-05,3.24E+06,2.94E+06
9.18E+06,722.651,30.5307,2.67E-05,3.25E+06,2.95E+06
9.18E+06,727.517,30.2316,2.69E-05,3.27E+06,2.96E+06
9.18E+06,732.383,29.9405,2.72E-05,3.28E+06,2.97E+06
9.18E+06,737.248,29.6572,2.74E-05,3.29E+06,2.98E+06
9.18E+06,742.114,29.3813,2.76E-05,3.31E+06,2.99E+06
9.18E+06,746.98,29.1123,2.78E-05,3.32E+06,3.00E+06
9.18E+06,751.846,28.8499,2.80E-05,3.33E+06,3.01E+06
9.18E+06,756.711,28.5939,2.82E-05,3.34E+06,3.02E+06
9.18E+06,761.577,28.344,2.84E-05,3.36E+06,3.03E+06
9.18E+06,766.443,28.0998,2.86E-05,3.37E+06,3.04E+06
9.18E+06,771.309,27.8612,2.88E-05,3.38E+06,3.05E+06
9.18E+06,776.174,27.6279,2.90E-05,3.39E+06,3.06E+06
9.18E+06,781.04,27.3996,2.92E-05,3.41E+06,3.07E+06
9.18E+06,785.906,27.1762,2.95E-05,3.42E+06,3.08E+06
9.18E+06,790.772,26.9575,2.97E-05,3.43E+06,3.09E+06
9.18E+06,795.638,26.7433,2.99E-05,3.44E+06,3.10E+06
9.18E+06,800.503,26.5335,3.01E-05,3.45E+06,3.11E+06
9.18E+06,805.369,26.3278,3.03E-05,3.47E+06,3.12E+06
9.18E+06,810.235,26.1261,3.05E-05,3.48E+06,3.13E+06
9.18E+06,815.101,25.9283,3.07E-05,3.49E+06,3.14E+06
9.18E+06,819.966,25.7343,3.09E-05,3.50E+06,3.15E+06
9.18E+06,824.832,25.5438,3.11E-05,3.51E+06,3.15E+06
9.18E+06,829.698,25.3569,3.13E-05,3.53E+06,3.16E+06
9.18E+06,834.564,25.1733,3.15E-05,3.54E+06,3.17E+06
9.18E+06,839.43,24.993,3.17E-05,3.55E+06,3.18E+06
9.18E+06,844.295,24.8158,3.19E-05,3.56E+06,3.19E+06
9.18E+06,849.161,24.6417,3.21E-05,3.57E+06,3.20E+06
9.18E+06,854.027,24.4706,3.23E-05,3.59E+06,3.21E+06
9.18E+06,858.893,24.3023,3.25E-05,3.60E+06,3.22E+06
9.18E+06,863.758,24.1368,3.27E-05,3.61E+06,3.23E+06
9.18E+06,868.624,23.9741,3.29E-05,3.62E+06,3.24E+06
9.18E+06,873.49,23.8139,3.31E-05,3.63E+06,3.25E+06
9.18E+06,878.356,23.6564,3.33E-05,3.65E+06,3.26E+06
9.18E+06,883.221,23.5013,3.35E-05,3.66E+06,3.27E+06
9.18E+06,888.087,23.3486,3.37E-05,3.67E+06,3.28E+06
9.18E+06,892.953,23.1982,3.39E-05,3.68E+06,3.29E+06
9.18E+06,897.819,23.0502,3.41E-05,3.69E+06,3.29E+06
9.18E+06,902.685,22.9043,3.43E-05,3.70E+06,3.30E+06
9.18E+06,907.55,22.7606,3.44E-05,3.72E+06,3.31E+06
9.18E+06,912.416,22.6191,3.46E-05,3.73E+06,3.32E+06
9.18E+06,917.282,22.4796,3.48E-05,3.74E+06,3.33E+06
9.18E+06,922.148,22.342,3.50E-05,3.75E+06,3.34E+06
9.18E+06,927.013,22.2065,3.52E-05,3.76E+06,3.35E+06
9.18E+06,931.879,22.0728,3.54E-05,3.78E+06,3.36E+06
9.18E+06,936.745,21.941,3.56E-05,3.79E+06,3.37E+06
9.18E+06,941.611,21.811,3.58E-05,3.80E+06,3.38E+06
9.18E+06,946.477,21.6828,3.60E-05,3.81E+06,3.39E+06
9.18E+06,951.342,21.5563,3.62E-05,3.82E+06,3.40E+06
9.18E+06,956.208,21.4315,3.64E-05,3.83E+06,3.41E+06
9.18E+06,961.074,21.3083,3.66E-05,3.85E+06,3.42E+06
9.18E+06,965.94,21.1868,3.68E-05,3.86E+06,3.42E+06
9.18E+06,970.805,21.0668,3.70E-05,3.87E+06,3.43E+06
9.18E+06,975.671,20.9483,3.71E-05,3.88E+06,3.44E+06
9.18E+06,980.537,20.8314,3.73E-05,3.89E+06,3.45E+06
9.18E+06,985.403,20.7159,3.75E-05,3.90E+06,3.46E+06
9.18E+06,990.268,20.6019,3.77E-05,3.92E+06,3.47E+06
9.18E+06,995.134,20.4893,3.79E-05,3.93E+06,3.48E+06
9.18E+06,1000,20.3781,3.81E-05,3.94E+06,3.49E+06
1.02E+07,100,1004.95,0.00166368,17974.8,7834.01
1.02E+07,275,1004.95,0.00166368,17974.8,7834.01
1.02E+07,279.866,1004.77,0.0014277,38238.4,28095.9
1.02E+07,284.732,1004.28,0.00124114,58477.9,48330.4
1.02E+07,289.597,1003.5,0.00109085,78702.9,68547.6
1.02E+07,294.463,1002.47,0.000967816,98919.6,88753.9
1.02E+07,299.329,1001.22,0.000865698,119132,108953
1.02E+07,304.195,999.764,0.000779916,139343,129149
1.02E+07,309.06,998.117,0.000707101,159554,149344
1.02E+07,313.926,996.293,0.000644721,179767,169538
1.02E+07,318.792,994.304,0.000590846,199985,189736
1.02E+07,323.658,992.16,0.000543978,220209,209937
1.02E+07,328.523,989.869,0.000502942,240440,230145
1.02E+07,333.389,987.439,0.000466801,260681,250361
1.02E+07,338.255,984.876,0.000434804,280934,270587
1.02E+07,343.121,982.186,0.000406337,301200,290824
1.02E+07,347.987,979.373,0.0003809,321482,311076
1.02E+07,352.852,976.443,0.000358078,341781,331344
1.02E+07,357.718,973.397,0.000337523,362100,351630
1.02E+07,362.584,970.241,0.000318947,382440,371936
1.02E+07,367.45,966.977,0.000302104,402803,392264
1.02E+07,372.315,963.607,0.000286785,423192,412616
1.02E+07,377.181,960.134,0.000272812,443609,432995
1.02E+07,382.047,956.558,0.000260032,464056,453402
1.02E+07,386.913,952.883,0.000248313,484534,473840
1.02E+07,391.779,949.108,0.000237539,505047,494310
1.02E+07,396.644,945.235,0.000227612,525597,514816
1.02E+07,401.51,941.264,0.000218445,546187,535360
1.02E+07,406.376,937.196,0.00020996,566818,555944
1.02E+07,411.242,933.031,0.00020209,587494,576572
1.02E+07,416.107,928.768,0.000194777,608218,597245
1.02E+07,420.973,924.406,0.000187966,628992,617968
1.02E+07,425.839,919.946,0.000181612,649821,638743
1.02E+07,430.705,915.386,0.000175673,670707,659574
1.02E+07,435.57,910.725,0.000170111,691654,680464
1.02E+07,440.436,905.961,0.000164893,712667,701418
1.02E+07,445.302,901.092,0.000159988,733750,722440
1.02E+07,450.168,896.116,0.000155371,754907,743534
1.02E+07,455.034,891.031,0.000151015,776143,764705
1.02E+07,459.899,885.834,0.0001469,797463,785959
1.02E+07,464.765,880.521,0.000143005,818874,807300
1.02E+07,469.631,875.09,0.000139311,840381,828736
1.02E+07,474.497,869.535,0.000135802,861992,850272
1.02E+07,479.362,863.852,0.000132463,883713,871916
1.02E+07,484.228,858.037,0.000129279,905553,893676
1.02E+07,489.094,852.083,0.000126238,927519,915559
1.02E+07,493.96,845.984,0.000123328,949621,937575
1.02E+07,498.826,839.734,0.000120537,971870,959734
1.02E+07,503.691,833.325,0.000117855,994277,982047
1.02E+07,508.557,826.748,0.000115273,1.02E+06,1.00E+06
1.02E+07,513.423,819.992,0.000112782,1.04E+06,1.03E+06
1.02E+07,518.289,813.048,0.000110372,1.06E+06,1.05E+06
1.02E+07,523.154,805.903,0.000108037,1.09E+06,1.07E+06
1.02E+07,528.02,798.542,0.000105768,1.11E+06,1.10E+06
1.02E+07,532.886,790.95,0.000103557,1.13E+06,1.12E+06
1.02E+07,537.752,783.106,0.000101398,1.16E+06,1.14E+06
1.02E+07,542.617,774.991,9.93E-05,1.18E+06,1.17E+06
1.02E+07,547.483,766.578,9.72E-05,1.21E+06,1.19E+06
1.02E+07,552.349,757.835,9.52E-05,1.23E+06,1.22E+06
1.02E+07,557.215,748.728,9.31E-05,1.26E+06,1.24E+06
1.02E+07,562.081,739.209,9.11E-05,1.28E+06,1.27E+06
1.02E+07,566.946,729.225,8.91E-05,1.31E+06,1.29E+06
1.02E+07,571.812,718.704,8.71E-05,1.34E+06,1.32E+06
1.02E+07,576.678,707.558,8.50E-05,1.36E+06,1.35E+06
1.02E+07,581.544,695.669,8.29E-05,1.39E+06,1.38E+06
1.02E+07,586.409,56.3519,2.03E-05,2.73E+06,2.55E+06
1.02E+07,591.275,54.2667,2.06E-05,2.76E+06,2.57E+06
1.02E+07,596.141,52.5006,2.08E-05,2.79E+06,2.60E+06
1.02E+07,601.007,50.9638,2.11E-05,2.82E+06,2.62E+06
1.02E+07,605.872,49.6023,2.13E-05,2.84E+06,2.63E+06
1.02E+07,610.738,48.38,2.16E-05,2.86E+06,2.65E+06
1.02E+07,615.604,47.2709,2.18E-05,2.89E+06,2.67E+06
1.02E+07,620.47,46.2558,2.21E-05,2.91E+06,2.69E+06
1.02E+07,625.336,45.32,2.23E-05,2.93E+06,2.70E+06
1.02E+07,630.201,44.4519,2.25E-05,2.95E+06,2.72E+06
1.02E+07,635.067,43.6425,2.28E-05,2.96E+06,2.73E+06
1.02E+07,639.933,42.8842,2.30E-05,2.98E+06,2.74E+06
1.02E+07,644.799,42.1711,2.32E-05,3.00E+06,2.76E+06
1.02E+07,649.664,41.498,2.35E-05,3.02E+06,2.77E+06
1.02E+07,654.53,40.8608,2.37E-05,3.03E+06,2.78E+06
1.02E+07,659.396,40.2558,2.39E-05,3.05E+06,2.80E+06
1.02E+07,664.262,39.68,2.42E-05,3.06E+06,2.81E+06
1.02E+07,669.128,39.1306,2.44E-05,3.08E+06,2.82E+06
1.02E+07,673.993,38.6055,2.46E-05,3.10E+06,2.83E+06
1.02E+07,678.859,38.1026,2.48E-05,3.11E+06,2.84E+06
1.02E+07,683.725,37.6202,2.50E-05,3.13E+06,2.85E+06
1.02E+07,688.591,37.1565,2.53E-05,3.14E+06,2.87E+06
1.02E+07,693.456,36.7104,2.55E-05,3.15E+06,2.88E+06
1.02E+07,698.322,36.2804,2.57E-05,3.17E+06,2.89E+06
1.02E+07,703.188,35.8655,2.59E-05,3.18E+06,2.90E+06
1.02E+07,708.054,35.4648,2.61E-05,3.20E+06,2.91E+06
1.02E+07,712.919,35.0772,2.64E-05,3.21E+06,2.92E+06
1.02E+07,717.785,34.702,2.66E-05,3.22E+06,2.93E+06
1.02E+07,722.651,34.3384,2.68E-05,3.24E+06,2.94E+06
1.02E+07,727.517,33.9857,2.70E-05,3.25E+06,2.95E+06
1.02E+07,732.383,33.6433,2.72E-05,3.26E+06,2.96E+06
1.02E+07,737.248,33.3107,2.74E-05,3.28E+06,2.97E+06
1.02E+07,742.114,32.9873,2.76E-05,3.29E+06,2.98E+06
1.02E+07,746.98,32.6727,2.79E-05,3.30E+06,2.99E+06
1.02E+07,751.846,32.3663,2.81E-05,3.32E+06,3.00E+06
1.02E+07,756.711,32.0679,2.83E-05,3.33E+06,3.01E+06
1.02E+07,761.577,31.7769,2.85E-05,3.34E+06,3.02E+06
1.02E+07,766.443,31.493,2.87E-05,3.36E+06,3.03E+06
1.02E+07,771.309,31.216,2.89E-05,3.37E+06,3.04E+06
1.02E+07,776.174,30.9455,2.91E-05,3.38E+06,3.05E+06
1.02E+07,781.04,30.6813,2.93E-05,3.39E+06,3.06E+06
1.02E+07,785.906,30.4229,2.95E-05,3.41E+06,3.07E+06
1.02E+07,790.772,30.1703,2.97E-05,3.42E+06,3.08E+06
1.02E+07,795.638,29.9232,2.99E-05,3.43E+06,3.09E+06
1.02E+07,800.503,29.6813,3.01E-05,3.44E+06,3.10E+06
1.02E+07,805.369,29.4445,3.03E-05,3.46E+06,3.11E+06
1.02E+07,810.235,29.2126,3.05E-05,3.47E+06,3.12E+06
1.02E+07,815.101,28.9853,3.07E-05,3.48E+06,3.13E+06
1.02E+07,819.966,28.7625,3.09E-05,3.49E+06,3.14E+06
1.02E+07,824.832,28.544,3.11E-05,3.50E+06,3.15E+06
1.02E+07,829.698,28.3298,3.14E-05,3.52E+06,3.16E+06
1.02E+07,834.564,28.1195,3.16E-05,3.53E+06,3.17E+06
1.02E+07,839.43,27.9132,3.18E-05,3.54E+06,3.18E+06
1.02E+07,844.295,27.7106,3.20E-05,3.55E+06,3.19E+06
1.02E+07,849.161,27.5117,3.22E-05,3.56E+06,3.19E+06
1.02E+07,854.027,27.3163,3.24E-05,3.58E+06,3.20E+06
1.02E+07,858.893,27.1244,3.26E-05,3.59E+06,3.21E+06
1.02E+07,863.758,26.9357,3.27E-05,3.60E+06,3.22E+06
1.02E+07,868.624,26.7502,3.29E-05,3.61E+06,3.23E+06
1.02E+07,873.49,26.5679,3.31E-05,3.63E+06,3.24E+06
1.02E+07,878.356,26.3885,3.33E-05,3.64E+06,3.25E+06
1.02E+07,883.221,26.2121,3.35E-05,3.65E+06,3.26E+06
1.02E+07,888.087,26.0385,3.37E-05,3.66E+06,3.27E+06
1.02E+07,892.953,25.8677,3.39E-05,3.67E+06,3.28E+06
1.02E+07,897.819,25.6995,3.41E-05,3.68E+06,3.29E+06
1.02E+07,902.685,25.534,3.43E-05,3.70E+06,3.30E+06
1.02E+07,907.55,25.371,3.45E-05,3.71E+06,3.31E+06
1.02E+07,912.416,25.2105,3.47E-05,3.72E+06,3.32E+06
1.02E+07,917.282,25.0523,3.49E-05,3.73E+06,3.33E+06
1.02E+07,922.148,24.8965,3.51E-05,3.74E+06,3.34E+06
1.02E+07,927.013,24.743,3.53E-05,3.76E+06,3.34E+06
1.02E+07,931.879,24.5917,3.55E-05,3.77E+06,3.35E+06
1.02E+07,936.745,24.4426,3.57E-05,3.78E+06,3.36E+06
1.02E+07,941.611,24.2955,3.59E-05,3.79E+06,3.37E+06
1.02E+07,946.477,24.1506,3.61E-05,3.80E+06,3.38E+06
1.02E+07,951.342,24.0076,3.63E-05,3.82E+06,3.39E+06
1.02E+07,956.208,23.8666,3.64E-05,3.83E+06,3.40E+06
1.02E+07,961.074,23.7275,3.66E-05,3.84E+06,3.41E+06
1.02E+07,965.94,23.5903,3.68E-05,3.85E+06,3.42E+06
1.02E+07,970.805,23.4549,3.70E-05,3.86E+06,3.43E+06
1.02E+07,975.671,23.3213,3.72E-05,3.88E+06,3.44E+06
1.02E+07,980.537,23.1894,3.74E-05,3.89E+06,3.45E+06
1.02E+07,985.403,23.0592,3.76E-05,3.90E+06,3.46E+06
1.02E+07,990.268,22.9307,3.78E-05,3.91E+06,3.47E+06
1.02E+07,995.134,22.8038,3.80E-05,3.92E+06,3.48E+06
1.02E+07,1000,22.6785,3.82E-05,3.93E+06,3.49E+06
1.12E+07,100,1005.44,0.00166195,18978.3,7838.94
1.12E+07,275,1005.44,0.00166195,18978.3,7838.94
1.12E+07,279.866,1005.25,0.00142659,39222.4,28081
1.12E+07,284.732,1004.75,0.00124044,59444.6,48297.5
1.12E+07,289.597,1003.96,0.00109044,79654,68498.2
1.12E+07,294.463,1002.92,0.000967602,99856.4,88689
1.12E+07,299.329,1001.67,0.000865623,120055,108874
1.12E+07,304.195,1000.2,0.00077994,140253,129056
1.12E+07,309.06,998.551,0.000707196,160453,149236
1.12E+07,313.926,996.724,0.000644868,180655,169418
1.12E+07,318.792,994.734,0.00059103,200861,189602
1.12E+07,323.658,992.589,0.00054419,221074,209791
1.12E+07,328.523,990.298,0.000503173,241295,229985
1.12E+07,333.389,987.869,0.000467047,261526,250188
1.12E+07,338.255,985.308,0.000435059,281768,270401
1.12E+07,343.121,982.62,0.000406599,302025,290626
1.12E+07,347.987,979.81,0.000381167,322296,310865
1.12E+07,352.852,976.882,0.000358347,342585,331120
1.12E+07,357.718,973.841,0.000337794,362893,351393
1.12E+07,362.584,970.689,0.000319219,383223,371685
1.12E+07,367.45,967.43,0.000302375,403576,391999
1.12E+07,372.315,964.066,0.000287055,423955,412337
1.12E+07,377.181,960.598,0.000273081,444361,432702
1.12E+07,382.047,957.03,0.000260299,464797,453094
1.12E+07,386.913,953.361,0.000248578,485264,473516
1.12E+07,391.779,949.594,0.000237803,505766,493972
1.12E+07,396.644,945.73,0.000227874,526304,514462
1.12E+07,401.51,941.768,0.000218705,546881,534989
1.12E+07,406.376,937.709,0.000210218,567500,555556
1.12E+07,411.242,933.554,0.000202347,588163,576166
1.12E+07,416.107,929.301,0.000195031,608873,596821
1.12E+07,420.973,924.952,0.000188219,629634,617525
1.12E+07,425.839,920.504,0.000181864,650448,638280
1.12E+07,430.705,915.957,0.000175923,671318,659091
1.12E+07,435.57,911.309,0.00017036,692250,679960
1.12E+07,440.436,906.56,0.000165141,713246,700892
1.12E+07,445.302,901.707,0.000160236,734311,721890
1.12E+07,450.168,896.748,0.000155618,755449,742959
1.12E+07,455.034,891.681,0.000151263,776665,764105
1.12E+07,459.899,886.503,0.000147147,797965,785331
1.12E+07,464.765,881.21,0.000143252,819354,806644
1.12E+07,469.631,875.8,0.000139559,840838,828049
1.12E+07,474.497,870.269,0.000136051,862423,849553
1.12E+07,479.362,864.611,0.000132713,884117,871164
1.12E+07,484.228,858.822,0.000129531,905928,892887
1.12E+07,489.094,852.897,0.000126491,927864,914732
1.12E+07,493.96,846.83,0.000123583,949933,936707
1.12E+07,498.826,840.613,0.000120795,972146,958823
1.12E+07,503.691,834.24,0.000118116,994514,981089
1.12E+07,508.557,827.702,0.000115537,1.02E+06,1.00E+06
1.12E+07,513.423,820.989,0.00011305,1.04E+06,1.03E+06
1.12E+07,518.289,814.092,0.000110645,1.06E+06,1.05E+06
1.12E+07,523.154,806.998,0.000108314,1.09E+06,1.07E+06
1.12E+07,528.02,799.693,0.000106051,1.11E+06,1.10E+06
1.12E+07,532.886,792.162,0.000103846,1.13E+06,1.12E+06
1.12E+07,537.752,784.388,0.000101694,1.16E+06,1.14E+06
1.12E+07,542.617,776.349,9.96E-05,1.18E+06,1.17E+06
1.12E+07,547.483,768.022,9.75E-05,1.21E+06,1.19E+06
1.12E+07,552.349,759.377,9.55E-05,1.23E+06,1.22E+06
1.12E+07,557.215,750.381,9.35E-05,1.26E+06,1.24E+06
1.12E+07,562.081,740.992,9.15E-05,1.28E+06,1.27E+06
1.12E+07,566.946,731.158,8.95E-05,1.31E+06,1.29E+06
1.12E+07,571.812,720.816,8.75E-05,1.33E+06,1.32E+06
1.12E+07,576.678,709.884,8.54E-05,1.36E+06,1.35E+06
1.12E+07,581.544,698.258,8.34E-05,1.39E+06,1.37E+06
1.12E+07,586.409,685.799,8.13E-05,1.42E+06,1.40E+06
1.12E+07,591.275,672.318,7.91E-05,1.45E+06,1.43E+06
1.12E+07,596.141,61.9564,2.09E-05,2.73E+06,2.55E+06
1.12E+07,601.007,59.6118,2.12E-05,2.76E+06,2.57E+06
1.12E+07,605.872,57.6252,2.14E-05,2.79E+06,2.60E+06
1.12E+07,610.738,55.8992,2.16E-05,2.82E+06,2.62E+06
1.12E+07,615.604,54.373,2.19E-05,2.84E+06,2.64E+06
1.12E+07,620.47,53.0052,2.21E-05,2.87E+06,2.66E+06
1.12E+07,625.336,51.7659,2.24E-05,2.89E+06,2.67E+06
1.12E+07,630.201,50.6333,2.26E-05,2.91E+06,2.69E+06
1.12E+07,635.067,49.5904,2.28E-05,2.93E+06,2.71E+06
1.12E+07,639.933,48.6242,2.31E-05,2.95E+06,2.72E+06
1.12E+07,644.799,47.7242,2.33E-05,2.97E+06,2.74E+06
1.12E+07,649.664,46.882,2.35E-05,2.99E+06,2.75E+06
1.12E+07,654.53,46.0906,2.38E-05,3.01E+06,2.76E+06
1.12E+07,659.396,45.3445,2.40E-05,3.02E+06,2.78E+06
1.12E+07,664.262,44.6387,2.42E-05,3.04E+06,2.79E+06
1.12E+07,669.128,43.9691,2.44E-05,3.06E+06,2.80E+06
1.12E+07,673.993,43.3323,2.47E-05,3.07E+06,2.81E+06
1.12E+07,678.859,42.7253,2.49E-05,3.09E+06,2.83E+06
1.12E+07,683.725,42.1455,2.51E-05,3.10E+06,2.84E+06
1.12E+07,688.591,41.5905,2.53E-05,3.12E+06,2.85E+06
1.12E+07,693.456,41.0584,2.56E-05,3.14E+06,2.86E+06
1.12E+07,698.322,40.5474,2.58E-05,3.15E+06,2.87E+06
1.12E+07,703.188,40.056,2.60E-05,3.16E+06,2.89E+06
1.12E+07,708.054,39.5826,2.62E-05,3.18E+06,2.90E+06
1.12E+07,712.919,39.1261,2.64E-05,3.19E+06,2.91E+06
1.12E+07,717.785,38.6854,2.66E-05,3.21E+06,2.92E+06
1.12E+07,722.651,38.2593,2.69E-05,3.22E+06,2.93E+06
1.12E+07,727.517,37.847,2.71E-05,3.24E+06,2.94E+06
1.12E+07,732.383,37.4477,2.73E-05,3.25E+06,2.95E+06
1.12E+07,737.248,37.0605,2.75E-05,3.26E+06,2.96E+06
1.12E+07,742.114,36.6848,2.77E-05,3.28E+06,2.97E+06
1.12E+07,746.98,36.32,2.79E-05,3.29E+06,2.98E+06
1.12E+07,751.846,35.9654,2.81E-05,3.30E+06,2.99E+06
1.12E+07,756.711,35.6205,2.83E-05,3.32E+06,3.00E+06
1.12E+07,761.577,35.2847,2.86E-05,3.33E+06,3.01E+06
1.12E+07,766.443,34.9578,2.88E-05,3.34E+06,3.02E+06
1.12E+07,771.309,34.6392,2.90E-05,3.36E+06,3.03E+06
1.12E+07,776.174,34.3284,2.92E-05,3.37E+06,3.04E+06
1.12E+07,781.04,34.0253,2.94E-05,3.38E+06,3.05E+06
1.12E+07,785.906,33.7293,2.96E-05,3.39E+06,3.06E+06
1.12E+07,790.772,33.4403,2.98E-05,3.41E+06,3.07E+06
1.12E+07,795.638,33.1578,3.00E-05,3.42E+06,3.08E+06
1.12E+07,800.503,32.8817,3.02E-05,3.43E+06,3.09E+06
1.12E+07,805.369,32.6116,3.04E-05,3.44E+06,3.10E+06
1.12E+07,810.235,32.3473,3.06E-05,3.46E+06,3.11E+06
1.12E+07,815.101,32.0886,3.08E-05,3.47E+06,3.12E+06
1.12E+07,819.966,31.8352,3.10E-05,3.48E+06,3.13E+06
1.12E+07,824.832,31.587,3.12E-05,3.49E+06,3.14E+06
1.12E+07,829.698,31.3438,3.14E-05,3.51E+06,3.15E+06
1.12E+07,834.564,31.1053,3.16E-05,3.52E+06,3.16E+06
1.12E+07,839.43,30.8715,3.18E-05,3.53E+06,3.17E+06
1.12E+07,844.295,30.6421,3.20E-05,3.54E+06,3.18E+06
1.12E+07,849.161,30.417,3.22E-05,3.56E+06,3.19E+06
1.12E+07,854.027,30.1961,3.24E-05,3.57E+06,3.20E+06
1.12E+07,858.893,29.9791,3.26E-05,3.58E+06,3.21E+06
1.12E+07,863.758,29.7661,3.28E-05,3.59E+06,3.22E+06
1.12E+07,868.624,29.5568,3.30E-05,3.60E+06,3.23E+06
1.12E+07,873.49,29.3511,3.32E-05,3.62E+06,3.24E+06
1.12E+07,878.356,29.149,3.34E-05,3.63E+06,3.24E+06
1.12E+07,883.221,28.9502,3.36E-05,3.64E+06,3.25E+06
1.12E+07,888.087,28.7548,3.38E-05,3.65E+06,3.26E+06
1.12E+07,892.953,28.5626,3.40E-05,3.67E+06,3.27E+06
1.12E+07,897.819,28.3735,3.42E-05,3.68E+06,3.28E+06
1.12E+07,902.685,28.1874,3.44E-05,3.69E+06,3.29E+06
1.12E+07,907.55,28.0043,3.46E-05,3.70E+06,3.30E+06
1.12E+07,912.416,27.824,3.48E-05,3.71E+06,3.31E+06
1.12E+07,917.282,27.6466,3.50E-05,3.73E+06,3.32E+06
